eval_id,customer_tweet_id,customer_created_at,customer_text,sampling_bucket,human_intent,safe_to_auto_handle,evidence_sufficient,escalation_reason,expected_reply_points,retrieved_customer,baseline_reply,retrieval_similarity,reply_point_coverage,predicted_intent,predicted_auto,correct_auto_decision
175,2941606,2017-11-29 13:44:18+00:00,"@AmericanAir Checked bags at #PWM yesterday afternoon, boarded the plane on time, flew to #PHL. Ground crew didn't bother to load ANY of the bags at all. Plane arrived in Philly empty.  #WTF Someone needs to be fired...",baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",@AmericanAir Ticketing manager needs to be fired. Mishawn was the only bright spot. She cares.,@385055 Weather has caused many delays and cancellations. Our team will work to get you rebooked as soon as possible!,0.18996921815960618,0.0,unknown,False,True
176,2902969,2017-11-28 18:19:22+00:00,"@AmericanAir our flight was first delayed, then flight cancelled, and have 30 mins to change planes in Washington with a person with accessibility needs. Praying we don’t miss our connection and ultimately basic training graduation. #reasonstoneverflyamerican #neveragain",accessibility,accessibility,False,False,accessibility_assistance_required,Acknowledge the accessibility need and connect the customer with appropriate assistance.,@AmericanAir just hope we don't miss our connecting flight,"@170350 If your connection is missed, then our airport team will work to rebook you.",0.23165700256601662,0.0,unknown,False,True
177,2859277,2017-11-27 21:59:08+00:00,"Advised by an @AmericanAir representative that my flight (AA1522 on 11/26 SFO-ORD) was delayed due to maintenance, which resulted in a 3.5 hour delay, and extremely condescending gate agents handling the issues. Please help ASAP @AmericanAir #PassengerBillofRights",checkin_boarding_gate,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir NEED HELP ASAP,"@365227 Sure, what's going on?",0.21477892676054158,0.0,unknown,False,True
178,2918243,2017-11-29 00:10:26+00:00,"American Airlines delaying my flight because “due to the in-flight entertainment system being broken, we will switch aircraft”. 

Dear @AmericanAir, I do not care enough about your bland movies and ads to wish to land at 3AM. 

Best,
Adriana",onboard_services,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir providing in-Flight entertainment #squeak https://t.co/UZjKNWTZtW,"@497213 We're sorry for the #squeaks, Stacy. Please be sure to let a crew member know.",0.22212737549905995,0.0,unknown,False,False
179,1272559,2017-11-25 21:14:56+00:00,@AmericanAir Okay. Thanks!,ambiguous_general,general_complaint_or_other,False,False,complaint_or_human_review_required,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,"@AmericanAir Okay, thanks!",@402298 You're welcome. We're looking forward to having you on the plane with us soon.,1.0,0.0,unknown,False,True
180,2816827,2017-11-27 03:38:15+00:00,@AmericanAir aa6082 super delayed... Set for 655 departure. We sit on taxi way for 40min just to return to gate for a bad bag and refuel?? I'd rather have stayed in beautiful @108033 until we had to leave :(,baggage,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir And we sit...,@675801 We're working hard to get you in the air as fast as we can. Thanks for hanging in there with us this evening.,0.21863755632005338,0.0,unknown,False,True
181,2861468,2017-11-27 22:26:44+00:00,"@AmericanAir flight was late by an hour and a half, cause me to miss my connection, and offered no compensation, meanwhile customer service doesn't know how to work their keyboards to reschedule.  Will not be flying with them again any time soon.",rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,@AmericanAir This delay will cause me to miss my connection at DFW,"@447812 If you send us a DM with your record locator, we'd be happy to take a look with you.",0.27246000445416085,0.0,unknown,False,True
182,2344851,2017-11-26 16:24:26+00:00,"So pissed at @AmericanAir! Told me I couldn’t carry my bag on because the overhead bins are full only to see numerous bins open. Seriously, why do I have to pay for my ticket when they don’t have to let me bring my bag? #badbusiess",booking,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",@AmericanAir wouldn't let me bring my carry-on on board AA 2170. Plenty of room in overhead bins. My bag fit perfectly on previous flight https://t.co/VUWmeSiwuD,@217639 Our agents do their best to gauge the bin space based on flight loads. We'll be sure to pass along your comments to leadership.,0.255065688517359,0.0,unknown,False,True
183,1127082,2017-11-25 11:49:59+00:00,"@AmericanAir I am on flight 2102 this AM and you guys are DROPPING. THE. BALL. If I miss my connection to LA, I will not be happy.",rebooking_itinerary,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,@AmericanAir It only takes one person dropping the ball to upset the whole operation. #Miami https://t.co/w0MGKnkrlC,@179155 We understand you're ready to be on the way. We're truly sorry for the extra travel time.,0.2773914323843271,0.0,unknown,False,False
184,327955,2017-11-25 04:04:09+00:00,Trying to figure out a mileage run on @AmericanAir before EOY to qualify for Platinum Pro. How do y'all figure out the EQMs?? HELP ME lol,loyalty,loyalty,True,True,,Explain general AAdvantage information and verify account details for account-specific requests.,Hey @AmericanAir - trying to figure out what fare classes I’m booked in today. Can I DM to figure it out? Thanks!,@162605 We can meet you in DM. We'll see you there.,0.26783883990097485,0.0,unknown,False,False
185,2721497,2017-11-26 23:13:54+00:00,@AmericanAir what is policy for assisted departure?,ambiguous_general,accessibility,False,False,accessibility_assistance_required,Acknowledge the accessibility need and connect the customer with appropriate assistance.,@americanair What is your policy for having cakes/pies/cupcakes in your carryon bag?,"@449923 You should be good, Mindy, but watch out for folks trying to snag one!",0.2915443324193692,0.0,unknown,False,True
186,859472,2017-11-30 20:24:49+00:00,"Reached elite status with @AmericanAir and all I got in the mail was blank employee recognition cards.

I’ll be flying @SouthwestAir everywhere I go and enjoying my #AList status from now on. At least #SouthWest appreciates my business.",loyalty,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,Flying @AmericanAir from now on! https://t.co/V6sFe611gL,@180291 We can't wait to see you!,0.2247641167388557,0.0,unknown,False,True
187,623260,2017-11-22 17:26:55+00:00,@AmericanAir I know the holiday season is busy but I booked my thanksgiving flight in July and you gave me absolutely no notice of the time and connection change. I paid for a direct flight and I would love that $ back for the holidays.,rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Just booked my 2nd ever Flight with @AmericanAir for the Holidays.  I plan on flying with them more,"@694856 We're thrilled we'll get to see you, Jerome! We're here 24/7 if you have any questions or concerns about your upcoming trip.",0.15939142402722062,0.0,unknown,False,True
188,2841302,2017-11-27 16:31:12+00:00,Thanks @AmericanAir for ruining my son’s Christmas present. 5 delays.  Missing our connection.,rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,"Thanks, @AmericanAir for ruining my bag. https://t.co/TSvEGtGI2N","@652861 Please make your way to our Baggage Service Office, Adrienne. We can review the damages there. https://t.co/c2WPmpJSpV",0.5113593214384524,0.2,unknown,False,True
189,2953205,2017-11-29 18:15:15+00:00,"@AmericanAir why is EVERYTHING so complicated with your service. I buy tickets, pay extra seat charges to sit with my family, then end up sitting on hold 45 mins and have to escalate to a supervisor to add a lap child. #ugh",seat,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,"@AmericanAir You just made my point. You shouldn't have to pay extra to sit with your one traveling companion. Once again, #profitsoverpeople","@642189 Our Premium seats come with a cost, because they offer more comfort, or their location is more desirable. We appreciate your feedback.",0.21162587025779597,0.0,unknown,False,True
190,2915330,2017-11-28 23:11:01+00:00,@AmericanAir y'all suck at being on time #punctualityiskey,flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir y'all suck. #badcustomerservice #upsetmommy https://t.co/FHyKodHv84,@536965 We're very sorry to hear that. Let's meet in DMs so you can share details about your experience.,0.5120378888014164,0.1111111111111111,unknown,False,True
191,701874,2017-11-25 16:34:00+00:00,@AmericanAir I tried and I got no luck! :/ I had to book through a different airline at a different airport. Is there any way I can get a refund or even a voucher for my missed flight?,rebooking_itinerary,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Somehow ended up at a different airport...good job @AmericanAir!,"@434732 We want you to get right where you need to be, Sunny. Please send a DM our way if we can help get you re-routed.",0.22607266217058966,0.0,unknown,False,True
192,1630683,2017-11-26 04:19:10+00:00,@AmericanAir Communication around flights to/from hurricane ravaged areas has been poor. United gave us a refund. AA did not and I had to stay on the phone 45 minutes just to get a change fee waiver.  Then the nickel and dime started over the seats we bought originally.,payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Basic Economy is another way to nickel and dime customers for greed. @AmericanAir  just as horrid as all the rest.,"@717401 You can still purchase a Main Cabin ticket with all the great perks you're used to, Shiraz.",0.18169729745922886,0.0,unknown,False,True
193,504464,2017-12-01 20:43:50+00:00,Currently in Memphis &amp; just had to de plane @116450 flight to Chicago for reasons unknown. Can anybody help me?  @SouthwestAir @AmericanAir @126403,ambiguous_general,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,"Just had to de-plane due to an overused tire that needs to be changed. Apparently this will take ""at least two hours??"" Shouldn't that have been caught at a routine safety check? @AmericanAir","@685232 We perform safety checks for all our flights prior to takeoff, Erin. Thanks for your patience while we change the tire.",0.21179099044245447,0.0,unknown,False,False
194,157177,2017-11-25 14:09:51+00:00,@AmericanAir When are all domestic flying aircraft going to have TV screens on seat backs? This century or next? Flew from Boston on 1506 Tuesday and was extremely disappointed in the old grossness of your cabin on this flight. Not a good experience.,onboard_services,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,"@AmericanAir Also, no screens on this aircraft? Ughhhhhhhhhhhhhhhh. 1.5 hour delay + a 6 hour flight with no screens. Horrible.","@469347 It looks like you're out of the gate and should be taking off soon. We've got tons of great reads in our magazine for you to enjoy, Nicky.",0.18157729129052924,0.0,unknown,False,True
195,578860,2017-12-03 10:27:35+00:00,"@AmericanAir messed up our gate number this morning and sent us to the wrong end of DFW. 

My bf has a handicap disability and asked an American air employee to give him a ride to the gate and they drove passed and laughed. 

I know who not to fly again 🙄",accessibility,accessibility,True,True,,Acknowledge the accessibility need and connect the customer with appropriate assistance.,"@339451 @AmericanAir I know a C Level Executive At American Very Well, Trying So Hard Not To Call Him this Morning!! 😡",@339064 We see your DM and will respond to you there.,0.14296560662935537,0.0,unknown,False,False
196,2134104,2017-11-26 13:05:23+00:00,@AmericanAir I have a flight tonight and then another one tomorrow AM (different record locators). Will I not be able to check in for my flight tomorrow until I have completed my trip tonight?,checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",Get hype it’s time to check in for my flight tomorrow to @14000 via @AmericanAir https://t.co/aXCy4UQaUd,@637404 We're hyped up and can't wait to fly you to magical Disneyland tomorrow!,0.2755700097790894,0.0,unknown,False,True
197,488978,2017-12-01 16:38:04+00:00,@AmericanAir So 644 is canceled too?,cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,@AmericanAir And now the flight is canceled. What’s the compensation?,"@316537 Once you've arrived to your destination, please let us know in DM and we'll take a look.",0.32154235980678375,0.0,unknown,False,True
198,510715,2017-12-01 22:56:52+00:00,@AmericanAir Worst flight ever!! And id kindly appreciate if I am not charged the 25... bag number aa695373 it’s not teachable!,payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Worst flight ever with @AmericanAir 😡,"@328983 What's wrong, Naomi. We're listening.",0.3103557397320754,0.0,unknown,False,True
199,550129,2017-12-02 18:10:34+00:00,"@AmericanAir help me out. I’m being charged $360 to transfer miles to my wife’s account. It’s going to be cheaper for me to just buy a ticket. Long story short we need to combine our miles so her, my daughter and myself can fly together but we’re not paying that fee.",ambiguous_general,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,"Long story short, do NOT fly @AmericanAir !!!!!!!!",@501542 Please DM your record locator. We'd like to take a closer look at rebooking options.,0.23618101075032638,0.0,unknown,False,True
200,2802723,2017-11-22 01:07:45+00:00,"@AmericanAir I no longer have Platinum status, am I still able to use the '500-Mile Upgrades' I have previously earned and are showing in my account balance?",flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir Can Platinum members use 500-mile upgrades on award bookings?,@415213 Our Executive Platinum members are able to upgrade on award tickets. You can see more info here: https://t.co/2JRtNKeaB2,0.26155000273673384,0.0,unknown,False,True
201,548825,2017-12-02 17:53:40+00:00,@AmericanAir I am on a delayed flight that will keep me from making my connection. Can you help me?,rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,@222926 @10394 Can you help @AmericanAir?,"@222925 It's too late to help for LHR, but we've made a change for their connection. #BrideAndGroomTogetherAgain",0.2935941911463501,0.2,unknown,False,True
202,2885445,2017-11-28 11:30:49+00:00,"@AmericanAir is the worst airline I’ve used this year. When I tried to check my bag at the gate, they charged me $50 cuz they said I should’ve checked it sooner. I was able to gate check the previous flight. I will never fly AA again. And they were so rude!",payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,@AmericanAir is the worst airline,@184753 We don't want that title! Please let us know if you need any travel help.,0.21938409145381738,0.0,unknown,False,True
203,684127,2017-11-23 12:11:39+00:00,Keeps getting better. Can’t get to our gate 🙄 stand still stuck on the plane. Clock is still ticking. Again thank you @AmericanAir,checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",@AmericanAir STILL STUCK ON TARMAC!,@733483 We understand you're ready to get into a gate. We'll have you rolling into one ASAP.,0.3614283519547818,0.1111111111111111,unknown,False,True
204,157155,2017-11-24 17:33:39+00:00,@AmericanAir -I’m curious how you guys can suddenly be so confused about getting me a refund. I have been waiting on it since SEPTEMBER. POOR customer service to say the least.,payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,"@AmericanAir have been waiting on my BCO bag for 2 hours, absolutely insane! Where is your customer service??",@641031 We know you're ready to be on your way. Please check with our airport team for an update.,0.19757328622274856,0.0,unknown,False,True
205,2965763,2017-11-30 02:00:54+00:00,@AmericanAir But this is useless because you don't know which flights are cancelled yet. Will people get enough heads up to book another flight? Will you help them?,booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,@222926 @10394 Can you help @AmericanAir?,"@222925 It's too late to help for LHR, but we've made a change for their connection. #BrideAndGroomTogetherAgain",0.15710569743546154,0.0,unknown,False,True
206,2843235,2017-11-27 16:04:13+00:00,@AmericanAir flying 30 yr old airplane to Miami.  No overhead space or seat space.  Worst airline in Dallas.  @SouthwestAir please add more flights to South Florida.,seat,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,Someone said @JetBlue and @AmericanAir could add more flights #muchneeded,@644115 We'd love to have you on board and our availability can change quickly. Please continue looking for space.,0.27990402410111787,0.0,unknown,False,True
207,2691339,2017-11-30 21:55:16+00:00,"@AmericanAir your website isn't working, getting lots of Access Denied message. Here's a reference number from the error: Reference #18.54cafea5.1512078851.572a2260",booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,@AmericanAir Reference number is 1-25339502124,@201165 Thanks for providing this info. We'll take a closer look and contact you via DM.,0.3857929605710747,0.0,unknown,False,True
208,540490,2017-12-02 15:07:24+00:00,@AmericanAir She is rebooked tomorrow but who know if flt makes it. She needs an aisle seat.  Still hasnt received confirmation.    She needs to be home for a funeral,seat,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,@AmericanAir She is AWSOME!,@125962 She's #AAmazing! We’ll be happy to share your kudos with them and the rest of our #AATeam.,0.25966150581200964,0.0,unknown,False,False
209,642271,2017-11-22 20:16:40+00:00,"Onboard this @AmericanAir A319 which started in operation for America West, then US Airways. #avgeek https://t.co/x83TqyKNlO",ambiguous_general,general_complaint_or_other,False,False,complaint_or_human_review_required,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,@AmericanAir not happy with your customer service...a far cry from us airways or America West days.,"@396734 Tony, we want you to be happy with us. What can we do to help?",0.4573392496258078,0.0,unknown,False,True
210,647256,2017-11-22 18:38:24+00:00,@AmericanAir what’s the point of paying for first class &amp; priority when your bags come out last! #nobueno #waitedtolong #notokay,baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Hey @AmericanAir why do priority bags come out last at @164688 ?!.... 40min is a bit over the top... I gotta go!,@411162 Our apologies for the delay of your bag today. We do show that it's been scanned to baggage claim. Thanks for your patience.,0.3131271096729802,0.18181818181818182,unknown,False,True
211,2933298,2017-11-29 09:22:09+00:00,@AmericanAir why no pre-check on my mobile boarding pass? I paid good money to not have to take my belt off.,checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",@americanair why is it taking so long to get my mobile boarding pass 😩,"@666401 Please DM your record locator, and we'll take a look.",0.31745383348118217,0.0,unknown,False,True
212,2785370,2017-11-27 00:32:21+00:00,@AmericanAir Check in online was down. Its been 2 hours waiting in line to check in and no staff is explaining anything Flight 908 boards in 1 hour and still unable to check our bags,ambiguous_general,general_complaint_or_other,False,False,complaint_or_human_review_required,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,@AmericanAir why am I unable to check in online? My record locator is GLCGFU,@734717 Everything looks good on our end. What message are you getting?,0.2774279691334335,0.0,unknown,False,True
213,1050198,2017-11-25 17:42:43+00:00,@AmericanAir delayed again?! Killing it! Good job everybody.,flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Good job @AmericanAir https://t.co/ESr0x8GjWW,@181541 We always want to take excellent care of your things. Please file a claim with our baggage team. https://t.co/c2WPmpJSpV,0.4684604074083028,0.0,unknown,False,True
214,2784948,2017-11-21 18:01:26+00:00,"We got to the gate 10 mins before departure time, other passengers on the shuttle got onto the plane. With ramp, we had to wait with the wheelchair. As we got to the gate half a second before the other passengers, @AmericanAir slammed the door on a passenger who is disabled!",accessibility,accessibility,False,False,accessibility_assistance_required,Acknowledge the accessibility need and connect the customer with appropriate assistance.,@AmericanAir Transferred from aa469 to aa4216. Got to gate 5 mins BEFORE departure and plane left. Nice...,@374017 We truly sorry you missed your flight. We do close the door 10 minutes prior to departure to ensure an on time departure.,0.2457126383545886,0.0,unknown,False,True
215,663016,2017-11-23 01:33:36+00:00,@177881 i just left flight 5060 from Charlotte to Mobile on @AmericanAir Seat C1. I left a black drawstring bag the size of  a hand with white gloves in it. These are of great importance to me. Any help in retrieving them is appreciated. 7032299834,baggage,lost_found,False,False,lost_property_case,Provide the Lost & Found process and request relevant flight/item details.,Any help? @AmericanAir @JetBlue @Delta @SouthwestAir @116450  https://t.co/Ut4RWFWMSe,@165912 We're working with the government and the Red Cross and have been on the ground from the beginning. See the latest: https://t.co/LS0P7pFEyZ,0.20708924481413862,0.0,unknown,False,True
216,515544,2017-12-02 00:26:11+00:00,"@AmericanAir if I book my flight and my campanions flight under 2 seperate transactions bcuz our return flights are different, how do I join them so we get companion benefits?  Is that possible?",booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,@AmericanAir flight from den to miami canceled. Confirmation #'s rlnzrt and 4y5f96. Can we keep our return flights?,@410653 Please see a gate agent or call 800-433-7300 to check available options.,0.2028842024314298,0.0,unknown,False,True
217,628354,2017-11-22 14:54:32+00:00,@AmericanAir #disgusted #horribleservice was travelling for surgery get to airport flight delayed &amp; ticket cancelled without notice for no reason 2nd flight told to check carryon eventho meds and nebulizer in bag couldn't ask ppl that took 3+ carryons on before to check theres!,flight_delay_status,accessibility,False,False,accessibility_assistance_required,Acknowledge the accessibility need and connect the customer with appropriate assistance.,@AmericanAir You cancelled my flight for no reason,@388072 We're so sorry for the frustration that must've caused. We only cancel flights when we absolutely have to.,0.20600801029956098,0.0,unknown,False,True
218,2938007,2017-11-29 13:04:19+00:00,"@AmericanAir Holy cow, super narrow seats! No IFE! When the person in front of me reclined, I was almost impaled by my laptop! Good thing no one in middle seat so I have a bit more breathing room.
I'm sure it's super efficient with fuel and all, but anything &gt;3 hrs will be horrendous!",seat,seat,True,True,,Explain available seating options and review the reservation when the issue is case-specific.,@AmericanAir 💺 lean back too far - should be able to use my (tiny) laptop. The person in front of me shouldn't dictate if I can work or not.,@578853 We always want you to be comfy on board. We offer Main Cabin Extra seats that have 4-6 inches of extra legroom: https://t.co/N9kHMrvr7b.,0.19669929134900951,0.0,unknown,False,False
219,2968544,2017-11-29 23:41:05+00:00,#DearSanta all I want for #Christmas is a @116462 WiFi connection on my beloved @AmericanAir flights faster than 9600baud dialup !,onboard_services,onboard_services,True,True,,Provide information about onboard services and escalate current aircraft-specific problems.,"Dear Santa, I've been such a good girl this year. All I want for Christmas is @AmericanAir #conciergekey","@311058 That would be an AAwesome Christmas gift. We'll be sure to notify you if you're selected, Kaitlyn!",0.4243661143730048,0.0,unknown,False,False
220,162357,2017-11-24 18:52:10+00:00,@AmericanAir thank you so much Tess  I believe that's her name.  She helped me fine a seat closer to my son whom isn't feeling well.  It was my fault I didn't pay attention to our seats earlier.  Have a blessed day.,seat,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,@AmericanAir Thank you so much,@423138 You bet.,0.25528934544115917,0.0,unknown,False,True
